district,date,temp_moy,temp_max,humidite,precip_mensuel,cas
Gazawa,2025-03-01,31.99,43.26,12.23,0.0,207.0
Gazawa,2025-04-01,33.76,44.66,20.49,12.0,191.0
Gazawa,2025-05-01,34.72,43.77,30.5,8.06,165.0
Gazawa,2025-06-01,30.71,41.43,54.9,117.9,209.0
Gazawa,2025-07-01,26.38,34.58,76.85,247.69,338.0
Gazawa,2025-08-01,25.27,31.31,82.4,244.9,922.0
Gazawa,2025-09-01,25.97,32.03,81.04,116.1,1113.0
Gazawa,2025-10-01,26.76,36.23,67.24,23.56,1247.0
Gazawa,2025-11-01,27.56,39.23,34.25,0.0,575.0
Gazawa,2025-12-01,27.63,38.68,21.35,0.0,255.0
Goulfey,2017-01-01,25.86,40.24,20.17,0.0,302.0
Goulfey,2017-02-01,25.34,38.67,14.4,0.0,177.0
Goulfey,2017-03-01,30.02,42.72,14.04,0.0,242.0
Goulfey,2017-04-01,34.42,44.54,17.46,0.0,293.0
Goulfey,2017-05-01,35.15,45.07,32.6,9.61,243.0
Goulfey,2017-06-01,31.68,43.15,53.38,113.4,292.0
Goulfey,2017-07-01,29.03,38.42,65.56,115.63,615.0
Goulfey,2017-08-01,27.64,35.51,72.93,141.36,1244.0
Goulfey,2017-09-01,28.41,38.13,68.4,95.4,494.0
Goulfey,2017-10-01,28.91,39.04,37.73,4.03,851.0
Goulfey,2017-11-01,27.22,39.34,21.39,0.0,108.0
Goulfey,2017-12-01,25.47,37.75,23.04,0.0,
Goulfey,2018-01-01,21.37,33.61,19.28,0.0,510.0
Goulfey,2018-02-01,28.7,41.25,17.37,0.0,411.0
Goulfey,2018-03-01,31.26,42.71,12.0,0.0,341.0
Goulfey,2018-04-01,34.01,45.12,16.28,0.6,255.0
Goulfey,2018-05-01,34.9,45.28,37.48,27.28,187.0
Goulfey,2018-06-01,32.67,43.89,47.66,90.0,76.0
Goulfey,2018-07-01,28.83,37.4,65.96,198.09,99.0
Goulfey,2018-08-01,26.84,33.58,78.08,266.29,143.0
Goulfey,2018-09-01,27.03,34.9,78.1,114.6,335.0
Goulfey,2018-10-01,28.18,37.81,61.87,9.3,249.0
Goulfey,2018-11-01,26.15,36.88,31.19,0.0,246.0
Goulfey,2018-12-01,23.61,36.07,26.37,0.0,8.0
Goulfey,2019-01-01,24.02,38.13,19.55,0.0,785.0
Goulfey,2019-02-01,25.98,39.44,17.52,0.0,794.0
Goulfey,2019-03-01,31.44,44.4,15.42,0.0,796.0
Goulfey,2019-04-01,34.5,45.12,15.32,0.9,417.0
Goulfey,2019-05-01,35.18,45.68,33.87,17.36,323.0
Goulfey,2019-06-01,31.83,43.68,53.81,103.2,233.0
Goulfey,2019-07-01,29.34,38.96,64.45,121.83,292.0
Goulfey,2019-08-01,27.24,35.23,74.88,172.36,570.0
Goulfey,2019-09-01,28.64,38.5,68.24,84.0,607.0
Goulfey,2019-10-01,28.02,37.31,67.16,54.87,488.0
Goulfey,2019-11-01,27.46,38.16,35.81,0.0,1258.0
Goulfey,2019-12-01,23.02,34.9,24.19,0.0,1385.0
Goulfey,2020-01-01,22.68,37.18,22.38,0.0,1014.0
Goulfey,2020-02-01,25.14,39.41,18.49,0.0,719.0
Goulfey,2020-03-01,31.28,43.41,17.16,0.0,567.0
Goulfey,2020-04-01,34.27,46.13,17.92,0.3,527.0
Goulfey,2020-05-01,34.71,44.65,31.5,12.4,522.0
Goulfey,2020-06-01,34.26,43.83,40.19,22.8,437.0
Goulfey,2020-07-01,29.44,40.48,63.16,142.6,273.0
Goulfey,2020-08-01,26.62,34.71,79.69,398.66,604.0
Goulfey,2020-09-01,26.79,34.78,78.49,90.9,1098.0
Goulfey,2020-10-01,26.58,36.02,64.15,88.04,1154.0
Goulfey,2020-11-01,23.85,34.77,48.41,0.3,946.0
Goulfey,2020-12-01,24.66,36.94,31.25,0.0,1393.0
Goulfey,2021-01-01,24.48,37.04,23.41,0.0,2038.0
Goulfey,2021-02-01,25.11,38.19,18.8,0.0,1215.0
Goulfey,2021-03-01,31.16,43.51,16.98,0.0,977.0
Goulfey,2021-04-01,33.07,43.9,14.75,0.0,812.0
Goulfey,2021-05-01,35.17,44.21,23.56,1.86,573.0
Goulfey,2021-06-01,32.95,42.89,45.1,33.3,558.0
Goulfey,2021-07-01,29.29,40.35,64.7,227.85,679.0
Goulfey,2021-08-01,27.32,35.38,76.43,102.3,1657.0
Goulfey,2021-09-01,27.96,36.51,72.07,113.4,1709.0
Goulfey,2021-10-01,28.6,38.24,51.66,43.09,1631.0
Goulfey,2021-11-01,27.9,38.26,29.06,0.0,925.0
Goulfey,2021-12-01,24.6,36.18,25.19,0.0,766.0
Goulfey,2022-01-01,22.7,35.72,24.27,0.0,619.0
Goulfey,2022-02-01,24.28,38.59,16.87,0.0,693.0
Goulfey,2022-03-01,30.09,43.24,13.62,0.0,967.0
Goulfey,2022-04-01,34.67,44.85,23.96,2.1,936.0
Goulfey,2022-05-01,34.28,42.89,34.44,17.36,779.0
Goulfey,2022-06-01,32.79,43.14,43.19,56.4,648.0
Goulfey,2022-07-01,28.92,39.98,66.52,200.26,667.0
Goulfey,2022-08-01,26.36,34.08,79.5,267.22,1195.0
Goulfey,2022-09-01,26.69,34.7,79.9,150.6,1131.0
Goulfey,2022-10-01,26.51,34.22,62.9,4.34,1180.0
Goulfey,2022-11-01,24.23,35.36,38.4,0.0,718.0
Goulfey,2022-12-01,23.1,36.88,29.24,0.0,437.0
Goulfey,2023-01-01,24.3,39.62,24.44,0.0,503.0
Goulfey,2023-02-01,25.95,40.3,19.43,0.0,538.0
Goulfey,2023-03-01,30.83,42.52,17.56,3.1,687.0
Goulfey,2023-04-01,34.22,44.09,20.18,13.5,587.0
Goulfey,2023-05-01,35.43,44.57,30.2,17.98,594.0
Goulfey,2023-06-01,31.61,41.64,54.24,72.6,639.0
Goulfey,2023-07-01,31.64,40.67,54.25,132.68,678.0
Goulfey,2023-08-01,28.34,36.92,72.83,389.05,848.0
Goulfey,2023-09-01,28.51,38.83,72.14,78.3,726.0
Goulfey,2023-10-01,29.34,38.85,47.21,7.75,889.0
Goulfey,2023-11-01,29.09,38.68,30.35,0.0,841.0
Goulfey,2023-12-01,24.61,37.85,25.78,0.0,425.0
Goulfey,2024-01-01,22.99,35.21,21.22,0.0,735.0
Goulfey,2024-02-01,26.5,42.95,19.64,0.0,637.0
Goulfey,2024-03-01,33.02,45.19,13.86,0.0,565.0
Goulfey,2024-04-01,35.51,46.53,13.47,0.0,811.0
Goulfey,2024-05-01,36.99,46.45,20.99,13.64,863.0
Goulfey,2024-06-01,33.69,42.07,46.65,92.4,708.0
Goulfey,2024-07-01,28.71,37.5,71.05,267.84,712.0
Goulfey,2024-08-01,26.12,31.8,84.58,301.94,939.0
Goulfey,2024-09-01,27.39,34.29,78.19,103.5,976.0
Goulfey,2024-10-01,26.56,35.81,68.66,34.72,804.0
Goulfey,2024-11-01,22.04,34.45,49.19,0.0,545.0
Goulfey,2024-12-01,21.68,35.45,36.62,0.0,604.0
Goulfey,2025-01-01,23.63,37.51,28.04,0.0,650.0
Goulfey,2025-02-01,27.14,40.36,20.5,0.0,1000.0
Goulfey,2025-03-01,31.28,43.83,15.66,0.0,945.0
Goulfey,2025-04-01,33.97,45.41,15.73,0.0,745.0
Goulfey,2025-05-01,35.51,45.43,21.75,9.92,760.0
Goulfey,2025-06-01,34.77,44.07,35.81,37.2,554.0
Goulfey,2025-07-01,29.2,39.09,65.34,416.64,777.0
Goulfey,2025-08-01,26.86,34.38,77.99,269.08,757.0
Goulfey,2025-09-01,27.52,35.53,76.07,110.1,611.0
Goulfey,2025-10-01,26.85,36.29,58.81,17.36,649.0
Goulfey,2025-11-01,25.7,37.2,37.34,0.0,543.0
Goulfey,2025-12-01,25.47,37.88,29.09,0.0,531.0
Guere,2017-01-01,28.82,41.25,16.92,0.0,160.0
Guere,2017-02-01,28.87,40.82,11.62,0.0,100.0
Guere,2017-03-01,32.46,43.74,13.17,0.0,104.0
Guere,2017-04-01,34.47,44.41,35.13,14.1,127.0
Guere,2017-05-01,31.04,42.05,56.63,110.05,119.0
Guere,2017-06-01,28.3,39.42,69.64,139.2,190.0
Guere,2017-07-01,26.17,33.03,81.22,205.22,643.0
Guere,2017-08-01,25.44,30.98,84.91,237.46,463.0
Guere,2017-09-01,25.87,32.02,82.45,189.3,469.0
Guere,2017-10-01,27.23,36.29,70.31,39.06,566.0
Guere,2017-11-01,28.58,39.21,45.5,1.5,587.0
Guere,2017-12-01,28.09,39.61,21.9,0.0,521.0
Guere,2018-01-01,24.78,37.21,13.36,0.0,234.0
Guere,2018-02-01,30.86,42.26,15.51,0.56,308.0
Guere,2018-03-01,33.31,43.72,17.48,0.62,247.0
Guere,2018-04-01,34.27,43.14,32.24,13.2,199.0
Guere,2018-05-01,30.2,42.7,62.22,106.64,100.0
Guere,2018-06-01,28.15,37.79,69.83,159.9,154.0
Guere,2018-07-01,26.42,32.71,79.02,177.94,1060.0
Guere,2018-08-01,25.3,31.33,85.02,317.75,1121.0
Guere,2018-09-01,25.93,32.17,83.38,181.2,878.0
Guere,2018-10-01,26.95,36.0,75.38,30.07,1065.0
Guere,2018-11-01,27.86,39.1,50.55,11.4,975.0
Guere,2018-12-01,27.06,38.77,23.37,0.0,392.0
Guere,2019-01-01,27.93,40.4,15.86,0.0,144.0
Guere,2019-02-01,29.51,42.27,15.57,0.0,134.0
Guere,2019-03-01,33.99,44.71,16.79,0.0,198.0
Guere,2019-04-01,35.27,45.21,24.37,4.2,270.0
Guere,2019-05-01,32.32,43.72,49.98,62.31,270.0
Guere,2019-06-01,28.99,39.57,67.19,161.7,511.0
Guere,2019-07-01,26.61,35.79,78.97,190.34,847.0
Guere,2019-08-01,24.97,30.3,85.85,305.97,1564.0
Guere,2019-09-01,25.95,32.08,82.9,139.2,1010.0
Guere,2019-10-01,25.74,32.1,82.32,133.61,1234.0
Guere,2019-11-01,26.01,36.19,60.85,0.0,1004.0
Guere,2019-12-01,25.25,37.72,30.92,0.0,670.0
Guere,2020-01-01,25.62,38.57,18.63,0.0,427.0
Guere,2020-02-01,28.83,42.63,15.16,0.0,338.0
Guere,2020-03-01,32.76,43.67,19.58,2.17,420.0
Guere,2020-04-01,34.37,43.39,33.93,6.0,232.0
Guere,2020-05-01,31.8,42.89,53.18,64.79,175.0
Guere,2020-06-01,29.97,39.76,60.41,85.5,218.0
Guere,2020-07-01,27.02,36.39,73.76,148.8,701.0
Guere,2020-08-01,25.75,32.98,80.85,156.86,1183.0
Guere,2020-09-01,25.39,31.06,84.16,201.6,1115.0
Guere,2020-10-01,26.56,35.82,71.85,43.71,972.0
Guere,2020-11-01,27.16,37.65,48.28,4.8,745.0
Guere,2020-12-01,27.97,39.04,26.34,0.0,349.0
Guere,2021-01-01,27.7,39.68,17.4,0.0,418.0
Guere,2021-02-01,28.5,41.28,13.89,0.0,333.0
Guere,2021-03-01,33.14,43.79,22.7,1.55,407.0
Guere,2021-04-01,34.28,44.24,26.54,4.8,244.0
Guere,2021-05-01,33.01,42.89,44.65,40.3,146.0
Guere,2021-06-01,29.33,40.73,63.34,101.7,145.0
Guere,2021-07-01,25.9,35.61,80.63,188.79,1253.0
Guere,2021-08-01,25.57,31.39,83.52,181.35,2304.0
Guere,2021-09-01,25.86,31.91,83.51,182.7,1313.0
Guere,2021-10-01,27.36,36.29,74.49,56.42,2073.0
Guere,2021-11-01,28.86,39.57,50.8,0.9,1442.0
Guere,2021-12-01,28.09,39.12,24.56,0.0,600.0
Guere,2022-01-01,26.75,38.83,19.21,0.0,437.0
Guere,2022-02-01,27.8,40.76,12.75,0.0,357.0
Guere,2022-03-01,32.79,43.44,14.37,0.0,253.0
Guere,2022-04-01,33.33,44.33,37.02,16.2,188.0
Guere,2022-05-01,29.98,41.14,61.96,166.16,163.0
Guere,2022-06-01,28.11,38.47,69.07,137.1,343.0
Guere,2022-07-01,25.97,33.93,81.04,199.33,1555.0
Guere,2022-08-01,24.84,30.78,86.75,326.43,1145.0
Guere,2022-09-01,25.67,31.59,84.61,309.9,1304.0
Guere,2022-10-01,25.82,32.89,78.4,57.97,1420.0
Guere,2022-11-01,26.12,36.24,52.49,0.0,981.0
Guere,2022-12-01,25.85,38.12,28.97,0.0,428.0
Guere,2023-01-01,27.46,41.74,20.67,0.0,408.0
Guere,2023-02-01,29.27,42.02,15.09,0.0,371.0
Guere,2023-03-01,32.57,43.75,20.07,2.48,355.0
Guere,2023-04-01,34.84,44.43,31.35,12.0,235.0
Guere,2023-05-01,31.97,41.98,53.29,174.22,252.0
Guere,2023-06-01,28.04,36.86,72.51,156.6,294.0
Guere,2023-07-01,28.07,35.31,72.65,109.74,1312.0
Guere,2023-08-01,26.04,31.23,84.39,224.75,1140.0
Guere,2023-09-01,26.51,33.04,83.17,138.0,1003.0
Guere,2023-10-01,28.32,37.38,70.8,54.25,1638.0
Guere,2023-11-01,30.06,40.29,48.31,6.0,1323.0
Guere,2023-12-01,28.07,39.54,21.28,0.0,604.0
Guere,2024-01-01,26.36,38.61,13.78,0.0,582.0
Guere,2024-02-01,30.14,44.17,16.34,0.0,401.0
Guere,2024-03-01,34.75,46.46,15.41,0.31,512.0
Guere,2024-04-01,36.6,45.14,27.08,7.8,400.0
Guere,2024-05-01,36.22,46.06,33.21,18.6,358.0
Guere,2024-06-01,30.05,41.9,63.19,126.9,231.0
Guere,2024-07-01,27.43,36.37,75.79,184.45,767.0
Guere,2024-08-01,25.47,31.72,84.73,304.73,968.0
Guere,2024-09-01,26.25,31.37,82.66,169.8,972.0
Guere,2024-10-01,26.49,33.63,77.74,60.45,1537.0
Guere,2024-11-01,25.63,36.86,51.72,0.0,1135.0
Guere,2024-12-01,26.35,38.38,29.17,0.0,535.0
Guere,2025-01-01,27.81,41.27,19.84,0.0,541.0
Guere,2025-02-01,30.61,42.7,15.94,0.0,427.0
Guere,2025-03-01,33.25,44.15,12.39,0.0,333.0
Guere,2025-04-01,35.23,45.38,22.9,11.4,270.0
Guere,2025-05-01,35.07,44.38,35.98,17.67,306.0
Guere,2025-06-01,30.66,42.79,57.94,198.6,186.0
Guere,2025-07-01,26.3,32.74,80.25,167.4,769.0
Guere,2025-08-01,25.39,31.44,84.34,298.53,1619.0
Guere,2025-09-01,26.3,31.82,81.97,157.8,1520.0
Guere,2025-10-01,27.04,35.62,72.17,26.04,2100.0
Guere,2025-11-01,28.34,39.91,42.85,0.3,1195.0
Guere,2025-12-01,29.14,40.05,22.22,0.0,768.0
Guidiguis,2017-01-01,28.29,40.8,16.85,0.0,597.0
Guidiguis,2017-02-01,28.18,40.1,11.54,0.0,448.0
Guidiguis,2017-03-01,31.86,43.33,12.33,0.0,
Guidiguis,2017-04-01,33.85,43.96,35.88,27.6,567.0
Guidiguis,2017-05-01,30.72,40.59,56.44,93.93,565.0
Guidiguis,2017-06-01,28.25,39.67,69.05,124.8,621.0
Guidiguis,2017-07-01,25.77,32.91,82.95,231.26,1107.0
Guidiguis,2017-08-01,25.18,30.48,85.78,234.36,1827.0
Guidiguis,2017-09-01,25.67,32.02,82.95,157.5,2413.0
Guidiguis,2017-10-01,26.91,35.93,69.73,32.24,3042.0
Guidiguis,2017-11-01,28.25,39.14,41.28,0.3,1865.0
Guidiguis,2017-12-01,27.4,39.11,21.87,0.0,785.0
Guidiguis,2018-01-01,24.15,36.72,13.49,0.0,753.0
Guidiguis,2018-02-01,30.24,41.77,15.96,4.76,787.0
Guidiguis,2018-03-01,32.57,42.97,16.51,0.31,626.0
Guidiguis,2018-04-01,34.01,43.08,30.69,7.8,581.0
Guidiguis,2018-05-01,29.77,41.94,63.51,121.52,550.0
Guidiguis,2018-06-01,27.81,36.92,71.77,174.6,424.0
Guidiguis,2018-07-01,26.0,32.21,80.95,177.32,681.0
Guidiguis,2018-08-01,25.03,31.15,86.0,305.04,2267.0
Guidiguis,2018-09-01,25.72,32.32,84.11,182.4,3024.0
Guidiguis,2018-10-01,26.81,34.72,76.3,24.18,3608.0
Guidiguis,2018-11-01,27.56,38.49,51.21,8.4,2243.0
Guidiguis,2018-12-01,26.38,38.14,23.41,0.0,1151.0
Guidiguis,2019-01-01,27.26,39.99,15.47,0.0,778.0
Guidiguis,2019-02-01,28.91,41.53,15.04,0.28,642.0
Guidiguis,2019-03-01,33.4,44.33,15.85,0.0,741.0
Guidiguis,2019-04-01,34.88,44.97,24.09,1.8,888.0
Guidiguis,2019-05-01,32.22,43.68,49.32,67.89,791.0
Guidiguis,2019-06-01,28.53,38.71,69.71,228.0,775.0
Guidiguis,2019-07-01,26.08,33.68,82.04,212.97,1380.0
Guidiguis,2019-08-01,24.78,30.19,86.45,248.93,2848.0
Guidiguis,2019-09-01,25.86,32.12,83.03,124.5,3447.0
Guidiguis,2019-10-01,25.67,32.55,82.15,104.16,3188.0
Guidiguis,2019-11-01,26.15,36.14,59.89,0.0,3115.0
Guidiguis,2019-12-01,25.02,37.45,28.21,0.0,1785.0
Guidiguis,2020-01-01,25.13,38.04,18.73,0.0,1263.0
Guidiguis,2020-02-01,28.26,42.09,15.14,0.0,862.0
Guidiguis,2020-03-01,32.33,43.29,19.12,2.48,988.0
Guidiguis,2020-04-01,33.89,42.98,33.97,12.0,710.0
Guidiguis,2020-05-01,31.3,41.89,55.16,73.47,649.0
Guidiguis,2020-06-01,29.67,39.03,61.26,79.2,617.0
Guidiguis,2020-07-01,26.91,36.28,73.65,126.17,982.0
Guidiguis,2020-08-01,25.55,33.38,80.92,168.02,2267.0
Guidiguis,2020-09-01,25.3,31.27,84.43,168.6,2286.0
Guidiguis,2020-10-01,26.64,36.59,69.97,35.03,2720.0
Guidiguis,2020-11-01,27.55,37.68,43.6,2.7,2408.0
Guidiguis,2020-12-01,27.71,38.95,24.73,0.0,1684.0
Guidiguis,2021-01-01,27.26,39.32,17.45,0.0,1157.0
Guidiguis,2021-02-01,27.95,40.62,13.91,0.0,1094.0
Guidiguis,2021-03-01,32.67,42.66,22.92,1.55,953.0
Guidiguis,2021-04-01,33.76,43.85,26.21,5.4,960.0
Guidiguis,2021-05-01,32.83,42.39,44.14,36.89,643.0
Guidiguis,2021-06-01,29.54,41.59,61.01,100.5,627.0
Guidiguis,2021-07-01,25.52,35.48,82.64,222.58,1092.0
Guidiguis,2021-08-01,25.25,31.02,84.72,184.76,2567.0
Guidiguis,2021-09-01,25.71,31.79,83.9,156.3,3139.0
Guidiguis,2021-10-01,27.11,34.99,75.07,47.43,3454.0
Guidiguis,2021-11-01,28.7,38.88,49.61,1.2,2608.0
Guidiguis,2021-12-01,27.3,38.45,24.65,0.0,1574.0
Guidiguis,2022-01-01,26.14,38.39,19.21,0.0,1372.0
Guidiguis,2022-02-01,27.19,40.34,12.75,0.0,1054.0
Guidiguis,2022-03-01,32.2,43.12,13.63,0.0,925.0
Guidiguis,2022-04-01,32.95,43.67,37.92,19.5,1003.0
Guidiguis,2022-05-01,29.94,39.9,60.48,106.95,993.0
Guidiguis,2022-06-01,28.51,38.83,65.47,128.1,1064.0
Guidiguis,2022-07-01,25.92,34.55,80.67,186.31,1544.0
Guidiguis,2022-08-01,24.72,30.31,86.84,231.57,2570.0
Guidiguis,2022-09-01,25.51,31.54,84.79,399.3,3097.0
Guidiguis,2022-10-01,25.67,33.19,78.21,38.13,2035.0
Guidiguis,2022-11-01,25.84,35.63,50.38,0.0,1579.0
Guidiguis,2022-12-01,25.19,37.43,29.51,0.0,1035.0
Guidiguis,2023-01-01,26.9,41.15,20.72,0.0,1198.0
Guidiguis,2023-02-01,28.72,41.7,14.95,0.0,1122.0
Guidiguis,2023-03-01,32.06,43.16,18.6,3.72,990.0
Guidiguis,2023-04-01,34.88,43.87,28.55,2.4,991.0
Guidiguis,2023-05-01,32.0,42.2,51.98,173.29,1055.0
Guidiguis,2023-06-01,28.05,35.71,71.45,118.8,1019.0
Guidiguis,2023-07-01,28.19,35.53,70.61,94.55,1116.0
Guidiguis,2023-08-01,26.05,32.05,83.52,201.19,1216.0
Guidiguis,2023-09-01,26.61,34.42,81.4,120.3,1774.0
Guidiguis,2023-10-01,28.97,38.5,65.55,37.82,2393.0
Guidiguis,2023-11-01,30.43,39.95,41.89,6.9,1826.0
Guidiguis,2023-12-01,27.48,39.33,20.56,0.0,1012.0
Guidiguis,2024-01-01,25.72,37.83,13.98,0.0,1000.0
Guidiguis,2024-02-01,29.52,43.9,16.27,0.0,950.0
Guidiguis,2024-03-01,34.37,46.1,14.66,0.31,821.0
Guidiguis,2024-04-01,36.3,44.87,25.68,3.3,847.0
Guidiguis,2024-05-01,35.85,46.31,33.34,14.88,862.0
Guidiguis,2024-06-01,30.05,41.56,62.32,128.1,1065.0
Guidiguis,2024-07-01,27.41,36.39,74.78,175.77,1204.0
Guidiguis,2024-08-01,25.4,32.04,84.18,254.82,2125.0
Guidiguis,2024-09-01,26.18,31.58,82.5,155.4,1925.0
Guidiguis,2024-10-01,26.37,33.86,77.64,69.13,2370.0
Guidiguis,2024-11-01,25.51,36.83,48.41,0.0,2103.0
Guidiguis,2024-12-01,25.77,38.07,28.26,0.0,963.0
Guidiguis,2025-01-01,27.3,41.24,19.82,0.0,1004.0
Guidiguis,2025-02-01,30.03,42.33,15.58,0.0,754.0
Guidiguis,2025-03-01,32.83,43.91,12.45,0.0,703.0
Guidiguis,2025-04-01,34.62,45.38,22.91,16.8,861.0
Guidiguis,2025-05-01,34.97,44.39,34.77,14.88,810.0
Guidiguis,2025-06-01,30.52,42.48,57.83,187.2,869.0
Guidiguis,2025-07-01,25.85,32.08,82.5,216.69,970.0
Guidiguis,2025-08-01,25.21,31.13,84.69,206.46,1727.0
Guidiguis,2025-09-01,26.1,32.02,82.27,141.9,2060.0
Guidiguis,2025-10-01,26.88,36.06,71.43,34.72,3294.0
Guidiguis,2025-11-01,28.22,39.51,39.83,0.3,1906.0
Guidiguis,2025-12-01,28.66,39.65,22.23,0.0,1224.0
Hina,2017-01-01,25.78,38.72,19.25,0.0,573.0
Hina,2017-02-01,25.66,37.63,12.21,0.28,251.0
Hina,2017-03-01,29.62,41.15,11.78,0.0,475.0
Hina,2017-04-01,32.06,41.8,30.98,12.9,441.0
Hina,2017-05-01,28.38,40.45,62.63,157.17,444.0
Hina,2017-06-01,26.62,37.01,71.3,106.5,341.0
Hina,2017-07-01,24.54,30.4,83.0,253.27,1128.0
Hina,2017-08-01,23.82,29.15,86.26,224.75,1732.0
Hina,2017-09-01,24.4,30.97,82.83,147.0,
Hina,2017-10-01,25.63,34.57,61.48,22.94,1780.0
Hina,2017-11-01,25.35,36.82,33.78,0.0,1401.0
Hina,2017-12-01,24.91,36.04,23.77,0.0,
Hina,2018-01-01,21.94,34.06,14.38,0.0,499.0
Hina,2018-02-01,28.3,39.88,17.2,5.32,714.0
Hina,2018-03-01,30.21,40.69,13.54,0.31,457.0
Hina,2018-04-01,31.77,40.96,29.26,4.8,366.0
Hina,2018-05-01,28.42,39.98,63.69,117.49,383.0
Hina,2018-06-01,26.76,36.14,70.55,138.9,504.0
Hina,2018-07-01,24.82,31.79,79.86,242.11,1829.0
Hina,2018-08-01,23.59,29.42,86.9,310.31,2323.0
Hina,2018-09-01,24.37,31.35,83.9,219.9,221.0
Hina,2018-10-01,25.56,32.54,74.56,41.85,356.0
Hina,2018-11-01,25.37,35.46,44.23,2.1,1800.0
Hina,2018-12-01,23.44,35.0,26.96,0.0,852.0
Hina,2019-01-01,24.57,37.35,17.72,0.0,248.0
Hina,2019-02-01,26.56,38.81,16.15,0.56,513.0
Hina,2019-03-01,30.74,41.97,14.92,0.0,276.0
Hina,2019-04-01,32.64,42.47,23.28,4.8,324.0
Hina,2019-05-01,30.13,41.42,53.2,88.97,454.0
Hina,2019-06-01,26.79,36.63,72.37,280.5,288.0
Hina,2019-07-01,24.61,32.14,83.2,240.87,1098.0
Hina,2019-08-01,23.41,28.61,87.31,211.73,1663.0
Hina,2019-09-01,24.62,31.26,82.94,106.5,1339.0
Hina,2019-10-01,24.38,31.89,81.14,93.31,2226.0
Hina,2019-11-01,25.32,34.86,54.33,0.0,973.0
Hina,2019-12-01,22.8,34.55,25.04,0.0,862.0
Hina,2020-01-01,22.99,36.1,19.45,0.0,954.0
Hina,2020-02-01,25.89,39.01,15.75,0.0,699.0
Hina,2020-03-01,30.2,41.05,18.6,0.31,577.0
Hina,2020-04-01,31.51,41.68,35.51,32.7,713.0
Hina,2020-05-01,29.3,39.71,58.46,39.06,604.0
Hina,2020-06-01,28.63,38.76,60.68,52.5,552.0
Hina,2020-07-01,25.64,36.19,74.31,155.0,1323.0
Hina,2020-08-01,23.74,30.67,84.31,223.2,1839.0
Hina,2020-09-01,24.08,31.25,84.0,183.9,1683.0
Hina,2020-10-01,25.21,33.99,66.96,32.24,2106.0
Hina,2020-11-01,25.13,35.08,42.07,0.3,1513.0
Hina,2020-12-01,25.53,36.35,25.01,0.0,1286.0
Hina,2021-01-01,25.26,36.89,17.57,0.0,1158.0
Hina,2021-02-01,25.76,38.01,14.13,0.0,883.0
Hina,2021-03-01,30.07,40.56,24.93,3.41,876.0
Hina,2021-04-01,31.5,42.08,26.65,5.4,624.0
Hina,2021-05-01,31.38,41.41,42.62,20.46,447.0
Hina,2021-06-01,28.45,39.07,59.87,82.5,470.0
Hina,2021-07-01,24.64,34.53,80.18,177.32,1440.0
Hina,2021-08-01,24.22,30.35,82.37,143.22,2186.0
Hina,2021-09-01,25.01,32.69,79.71,94.8,1616.0
Hina,2021-10-01,26.95,35.99,65.55,50.84,1895.0
Hina,2021-11-01,27.52,37.21,37.5,0.6,2667.0
Hina,2021-12-01,25.23,36.0,22.77,0.0,1438.0
Hina,2022-01-01,23.54,36.12,20.34,0.0,1210.0
Hina,2022-02-01,24.94,37.76,13.26,0.0,1050.0
Hina,2022-03-01,29.91,41.16,12.71,0.0,968.0
Hina,2022-04-01,30.89,42.71,40.85,21.9,836.0
Hina,2022-05-01,28.93,39.22,58.32,34.72,796.0
Hina,2022-06-01,27.65,38.95,63.28,87.9,777.0
Hina,2022-07-01,25.27,36.13,77.14,195.61,2118.0
Hina,2022-08-01,23.49,29.88,86.8,235.91,2081.0
Hina,2022-09-01,24.25,30.31,83.75,304.5,1900.0
Hina,2022-10-01,24.71,33.01,72.17,6.2,1548.0
Hina,2022-11-01,24.45,34.33,39.56,0.0,1240.0
Hina,2022-12-01,23.11,35.96,26.83,0.0,1040.0
Hina,2023-01-01,24.57,38.13,21.28,0.0,761.0
Hina,2023-02-01,26.36,39.47,15.56,0.0,584.0
Hina,2023-03-01,29.78,41.51,18.12,1.86,457.0
Hina,2023-04-01,32.12,41.54,29.86,6.6,428.0
Hina,2023-05-01,29.81,39.84,55.19,115.01,562.0
Hina,2023-06-01,27.29,36.07,67.64,92.1,722.0
Hina,2023-07-01,27.3,36.05,67.03,83.39,1069.0
Hina,2023-08-01,25.46,33.18,77.81,157.17,1354.0
Hina,2023-09-01,25.71,34.64,77.53,119.1,1190.0
Hina,2023-10-01,28.4,37.69,56.77,22.63,1366.0
Hina,2023-11-01,28.54,38.11,34.33,5.1,1056.0
Hina,2023-12-01,24.83,36.98,21.28,0.0,845.0
Hina,2024-01-01,23.65,35.47,14.6,0.0,584.0
Hina,2024-02-01,26.92,41.73,16.85,0.0,669.0
Hina,2024-03-01,32.23,43.55,13.68,0.0,652.0
Hina,2024-04-01,33.68,44.03,24.16,1.8,411.0
Hina,2024-05-01,33.71,43.21,36.53,9.61,463.0
Hina,2024-06-01,28.48,39.95,65.16,166.5,504.0
Hina,2024-07-01,25.27,33.59,80.49,294.19,985.0
Hina,2024-08-01,23.53,28.48,88.76,313.41,1558.0
Hina,2024-09-01,24.65,30.39,83.27,127.5,1529.0
Hina,2024-10-01,24.69,31.49,76.38,74.09,1822.0
