district,date,temp_moy,temp_max,humidite,precip_mensuel,cas
Hina,2024-11-01,22.42,33.2,49.49,0.0,1393.0
Hina,2024-12-01,22.61,34.52,32.51,0.0,937.0
Hina,2025-01-01,24.44,37.21,22.68,0.0,627.0
Hina,2025-02-01,27.6,39.47,16.46,0.0,583.0
Hina,2025-03-01,30.86,42.12,12.71,0.0,367.0
Hina,2025-04-01,32.53,43.05,20.63,8.7,320.0
Hina,2025-05-01,33.06,42.38,32.58,11.78,232.0
Hina,2025-06-01,29.55,40.14,55.39,108.3,493.0
Hina,2025-07-01,25.07,33.43,78.67,291.71,637.0
Hina,2025-08-01,23.99,30.15,84.07,211.42,869.0
Hina,2025-09-01,24.8,31.32,81.97,124.8,1274.0
Hina,2025-10-01,25.69,34.51,66.73,29.76,1489.0
Hina,2025-11-01,26.18,37.23,35.2,0.0,1000.0
Hina,2025-12-01,26.22,37.19,23.91,0.0,614.0
Kaele,2017-01-01,28.16,40.51,16.17,0.0,348.0
Kaele,2017-02-01,27.97,39.66,10.89,0.0,323.0
Kaele,2017-03-01,31.74,42.94,11.32,0.0,254.0
Kaele,2017-04-01,33.35,43.43,36.45,35.4,191.0
Kaele,2017-05-01,30.23,40.35,58.18,85.56,173.0
Kaele,2017-06-01,28.15,39.58,68.63,117.0,340.0
Kaele,2017-07-01,25.63,32.78,82.93,232.5,745.0
Kaele,2017-08-01,25.0,30.71,85.95,240.25,1542.0
Kaele,2017-09-01,25.48,31.71,83.22,159.0,2815.0
Kaele,2017-10-01,26.57,34.74,68.31,31.93,3100.0
Kaele,2017-11-01,27.49,38.37,38.47,0.0,1229.0
Kaele,2017-12-01,26.94,38.25,21.83,0.0,1080.0
Kaele,2018-01-01,24.1,36.13,12.62,0.0,310.0
Kaele,2018-02-01,30.18,41.42,15.71,4.48,317.0
Kaele,2018-03-01,32.25,42.83,15.08,0.31,253.0
Kaele,2018-04-01,33.48,42.49,30.66,9.6,269.0
Kaele,2018-05-01,29.47,40.88,64.15,122.14,194.0
Kaele,2018-06-01,27.65,36.08,72.43,173.4,196.0
Kaele,2018-07-01,25.75,31.59,81.46,185.69,1616.0
Kaele,2018-08-01,24.8,30.53,86.27,337.59,2068.0
Kaele,2018-09-01,25.5,32.23,84.29,182.7,2932.0
Kaele,2018-10-01,26.59,33.45,76.85,22.63,3055.0
Kaele,2018-11-01,27.04,37.3,50.01,7.2,1975.0
Kaele,2018-12-01,25.83,37.41,23.52,0.0,850.0
Kaele,2019-01-01,27.07,39.48,14.66,0.0,609.0
Kaele,2019-02-01,28.83,41.31,14.5,0.0,394.0
Kaele,2019-03-01,32.99,43.93,14.96,0.0,495.0
Kaele,2019-04-01,34.63,44.55,24.0,3.3,427.0
Kaele,2019-05-01,31.66,43.76,51.09,70.06,348.0
Kaele,2019-06-01,28.42,38.29,69.24,217.2,362.0
Kaele,2019-07-01,25.84,33.53,82.77,212.04,1057.0
Kaele,2019-08-01,24.6,29.54,86.72,250.79,2031.0
Kaele,2019-09-01,25.67,31.9,83.49,129.0,2812.0
Kaele,2019-10-01,25.44,32.15,82.74,108.81,3311.0
Kaele,2019-11-01,25.77,35.47,61.98,0.0,2152.0
Kaele,2019-12-01,24.54,36.61,26.77,0.0,2250.0
Kaele,2020-01-01,24.9,38.01,18.35,0.0,1298.0
Kaele,2020-02-01,28.09,41.45,14.4,0.0,823.0
Kaele,2020-03-01,32.13,42.82,18.46,2.48,858.0
Kaele,2020-04-01,33.26,42.97,34.94,11.7,673.0
Kaele,2020-05-01,30.78,40.93,57.12,72.85,621.0
Kaele,2020-06-01,29.37,38.84,62.54,78.0,544.0
Kaele,2020-07-01,26.71,35.76,74.21,115.32,1255.0
Kaele,2020-08-01,25.31,32.8,81.32,193.44,3099.0
Kaele,2020-09-01,25.12,30.84,84.65,183.9,3193.0
Kaele,2020-10-01,26.29,35.84,70.56,40.61,4107.0
Kaele,2020-11-01,27.06,37.04,42.59,2.1,3603.0
Kaele,2020-12-01,27.44,38.37,23.23,0.0,1938.0
Kaele,2021-01-01,27.19,38.83,16.49,0.0,1218.0
Kaele,2021-02-01,27.84,39.84,13.13,0.0,1113.0
Kaele,2021-03-01,32.22,42.33,23.54,2.17,914.0
Kaele,2021-04-01,33.35,43.39,26.37,5.4,660.0
Kaele,2021-05-01,32.44,42.28,45.45,39.99,616.0
Kaele,2021-06-01,29.35,41.06,61.28,110.7,691.0
Kaele,2021-07-01,25.37,34.72,82.72,199.95,1473.0
Kaele,2021-08-01,25.06,31.35,84.66,186.31,3517.0
Kaele,2021-09-01,25.64,31.75,83.61,150.0,4539.0
Kaele,2021-10-01,27.05,35.86,74.59,46.5,4263.0
Kaele,2021-11-01,28.51,38.19,46.65,1.2,2843.0
Kaele,2021-12-01,26.97,37.82,23.4,0.0,1325.0
Kaele,2022-01-01,25.86,37.99,18.6,0.0,966.0
Kaele,2022-02-01,27.1,39.9,12.07,0.0,669.0
Kaele,2022-03-01,31.89,43.02,12.77,0.0,666.0
Kaele,2022-04-01,32.54,43.77,39.66,19.2,499.0
Kaele,2022-05-01,29.65,39.66,61.17,95.79,586.0
Kaele,2022-06-01,28.43,38.12,65.45,125.1,638.0
Kaele,2022-07-01,25.91,34.96,80.02,176.7,2412.0
Kaele,2022-08-01,24.53,30.27,87.06,234.67,3402.0
Kaele,2022-09-01,25.35,30.92,84.61,389.7,3984.0
Kaele,2022-10-01,25.46,32.97,77.91,27.59,3480.0
Kaele,2022-11-01,25.46,35.59,48.12,0.0,2661.0
Kaele,2022-12-01,24.95,37.14,27.44,0.0,1277.0
Kaele,2023-01-01,26.65,40.27,19.6,0.0,886.0
Kaele,2023-02-01,28.54,41.47,14.18,0.0,699.0
Kaele,2023-03-01,31.69,42.85,18.18,5.27,635.0
Kaele,2023-04-01,34.34,43.6,28.85,3.6,506.0
Kaele,2023-05-01,31.88,42.13,51.63,143.53,524.0
Kaele,2023-06-01,27.93,35.51,71.15,126.3,597.0
Kaele,2023-07-01,27.87,34.8,71.37,94.86,1007.0
Kaele,2023-08-01,25.94,31.93,83.0,210.18,1663.0
Kaele,2023-09-01,26.34,33.57,81.97,128.7,2703.0
Kaele,2023-10-01,28.74,38.12,65.62,37.51,3358.0
Kaele,2023-11-01,29.97,39.32,39.8,6.9,2487.0
Kaele,2023-12-01,27.01,38.58,19.93,0.0,1105.0
Kaele,2024-01-01,25.7,37.23,13.15,0.0,948.0
Kaele,2024-02-01,29.19,43.53,15.63,0.0,758.0
Kaele,2024-03-01,34.16,45.46,13.58,0.0,625.0
Kaele,2024-04-01,35.68,44.76,25.14,4.2,705.0
Kaele,2024-05-01,35.23,45.56,35.46,13.64,859.0
Kaele,2024-06-01,30.26,41.53,60.73,113.7,871.0
Kaele,2024-07-01,27.45,36.56,73.2,161.51,1369.0
Kaele,2024-08-01,25.38,32.53,83.27,223.2,3385.0
Kaele,2024-09-01,26.07,31.76,82.01,146.1,3929.0
Kaele,2024-10-01,26.46,34.73,75.04,63.24,4934.0
Kaele,2024-11-01,25.48,36.64,43.35,0.0,2794.0
Kaele,2024-12-01,25.56,37.69,25.96,0.0,1309.0
Kaele,2025-01-01,27.1,40.65,18.56,0.0,1251.0
Kaele,2025-02-01,29.86,41.69,14.72,0.0,963.0
Kaele,2025-03-01,32.75,43.59,11.99,0.0,798.0
Kaele,2025-04-01,34.33,45.17,22.01,16.8,721.0
Kaele,2025-05-01,34.56,43.94,34.99,16.43,685.0
Kaele,2025-06-01,30.23,42.07,58.92,191.1,673.0
Kaele,2025-07-01,25.71,32.15,82.42,197.16,1206.0
Kaele,2025-08-01,25.08,30.78,84.42,217.31,2507.0
Kaele,2025-09-01,25.93,31.89,82.14,134.7,3959.0
Kaele,2025-10-01,26.66,35.7,71.16,39.68,3988.0
Kaele,2025-11-01,27.94,39.2,37.49,0.0,2139.0
Kaele,2025-12-01,28.31,39.22,21.67,0.0,1268.0
Kar Hay,2017-01-01,28.29,40.8,16.85,0.0,188.0
Kar Hay,2017-02-01,28.18,40.1,11.54,0.0,45.0
Kar Hay,2017-03-01,31.86,43.33,12.33,0.0,77.0
Kar Hay,2017-04-01,33.85,43.96,35.88,27.6,80.0
Kar Hay,2017-05-01,30.72,40.59,56.44,93.93,1.0
Kar Hay,2017-06-01,28.25,39.67,69.05,124.8,149.0
Kar Hay,2017-07-01,25.77,32.91,82.95,231.26,581.0
Kar Hay,2017-08-01,25.18,30.48,85.78,234.36,781.0
Kar Hay,2017-09-01,25.67,32.02,82.95,157.5,1458.0
Kar Hay,2017-10-01,26.91,35.93,69.73,32.24,1508.0
Kar Hay,2017-11-01,28.25,39.14,41.28,0.3,910.0
Kar Hay,2017-12-01,27.4,39.11,21.87,0.0,466.0
Kar Hay,2018-01-01,24.15,36.72,13.49,0.0,
Kar Hay,2018-02-01,30.24,41.77,15.96,4.76,117.0
Kar Hay,2018-03-01,32.57,42.97,16.51,0.31,133.0
Kar Hay,2018-04-01,34.01,43.08,30.69,7.8,200.0
Kar Hay,2018-05-01,29.77,41.94,63.51,121.52,240.0
Kar Hay,2018-06-01,27.81,36.92,71.77,174.6,126.0
Kar Hay,2018-07-01,26.0,32.21,80.95,177.32,571.0
Kar Hay,2018-08-01,25.03,31.15,86.0,305.04,1593.0
Kar Hay,2018-09-01,25.72,32.32,84.11,182.4,1761.0
Kar Hay,2018-10-01,26.81,34.72,76.3,24.18,2919.0
Kar Hay,2018-11-01,27.56,38.49,51.21,8.4,1710.0
Kar Hay,2018-12-01,26.38,38.14,23.41,0.0,617.0
Kar Hay,2019-01-01,27.26,39.99,15.47,0.0,306.0
Kar Hay,2019-02-01,28.91,41.53,15.04,0.28,295.0
Kar Hay,2019-03-01,33.4,44.33,15.85,0.0,259.0
Kar Hay,2019-04-01,34.88,44.97,24.09,1.8,298.0
Kar Hay,2019-05-01,32.22,43.68,49.32,67.89,218.0
Kar Hay,2019-06-01,28.53,38.71,69.71,228.0,223.0
Kar Hay,2019-07-01,26.08,33.68,82.04,212.97,681.0
Kar Hay,2019-08-01,24.78,30.19,86.45,248.93,1450.0
Kar Hay,2019-09-01,25.86,32.12,83.03,124.5,2194.0
Kar Hay,2019-10-01,25.67,32.55,82.15,104.16,1852.0
Kar Hay,2019-11-01,26.15,36.14,59.89,0.0,1825.0
Kar Hay,2019-12-01,25.02,37.45,28.21,0.0,915.0
Kar Hay,2020-01-01,25.13,38.04,18.73,0.0,472.0
Kar Hay,2020-02-01,28.26,42.09,15.14,0.0,377.0
Kar Hay,2020-03-01,32.33,43.29,19.12,2.48,322.0
Kar Hay,2020-04-01,33.89,42.98,33.97,12.0,325.0
Kar Hay,2020-05-01,31.3,41.89,55.16,73.47,316.0
Kar Hay,2020-06-01,29.67,39.03,61.26,79.2,335.0
Kar Hay,2020-07-01,26.91,36.28,73.65,126.17,574.0
Kar Hay,2020-08-01,25.55,33.38,80.92,168.02,1903.0
Kar Hay,2020-09-01,25.3,31.27,84.43,168.6,1686.0
Kar Hay,2020-10-01,26.64,36.59,69.97,35.03,1984.0
Kar Hay,2020-11-01,27.55,37.68,43.6,2.7,2002.0
Kar Hay,2020-12-01,27.71,38.95,24.73,0.0,807.0
Kar Hay,2021-01-01,27.26,39.32,17.45,0.0,667.0
Kar Hay,2021-02-01,27.95,40.62,13.91,0.0,443.0
Kar Hay,2021-03-01,32.67,42.66,22.92,1.55,427.0
Kar Hay,2021-04-01,33.76,43.85,26.21,5.4,453.0
Kar Hay,2021-05-01,32.83,42.39,44.14,36.89,368.0
Kar Hay,2021-06-01,29.54,41.59,61.01,100.5,331.0
Kar Hay,2021-07-01,25.52,35.48,82.64,222.58,1009.0
Kar Hay,2021-08-01,25.25,31.02,84.72,184.76,1996.0
Kar Hay,2021-09-01,25.71,31.79,83.9,156.3,2235.0
Kar Hay,2021-10-01,27.11,34.99,75.07,47.43,2975.0
Kar Hay,2021-11-01,28.7,38.88,49.61,1.2,2074.0
Kar Hay,2021-12-01,27.3,38.45,24.65,0.0,959.0
Kar Hay,2022-01-01,26.14,38.39,19.21,0.0,712.0
Kar Hay,2022-02-01,27.19,40.34,12.75,0.0,542.0
Kar Hay,2022-03-01,32.2,43.12,13.63,0.0,563.0
Kar Hay,2022-04-01,32.95,43.67,37.92,19.5,563.0
Kar Hay,2022-05-01,29.94,39.9,60.48,106.95,685.0
Kar Hay,2022-06-01,28.51,38.83,65.47,128.1,672.0
Kar Hay,2022-07-01,25.92,34.55,80.67,186.31,1057.0
Kar Hay,2022-08-01,24.72,30.31,86.84,231.57,2079.0
Kar Hay,2022-09-01,25.51,31.54,84.79,399.3,1962.0
Kar Hay,2022-10-01,25.67,33.19,78.21,38.13,2431.0
Kar Hay,2022-11-01,25.84,35.63,50.38,0.0,1804.0
Kar Hay,2022-12-01,25.19,37.43,29.51,0.0,849.0
Kar Hay,2023-01-01,26.9,41.15,20.72,0.0,611.0
Kar Hay,2023-02-01,28.72,41.7,14.95,0.0,514.0
Kar Hay,2023-03-01,32.06,43.16,18.6,3.72,539.0
Kar Hay,2023-04-01,34.88,43.87,28.55,2.4,568.0
Kar Hay,2023-05-01,32.0,42.2,51.98,173.29,593.0
Kar Hay,2023-06-01,28.05,35.71,71.45,118.8,697.0
Kar Hay,2023-07-01,28.19,35.53,70.61,94.55,1213.0
Kar Hay,2023-08-01,26.05,32.05,83.52,201.19,1637.0
Kar Hay,2023-09-01,26.61,34.42,81.4,120.3,1982.0
Kar Hay,2023-10-01,28.97,38.5,65.55,37.82,2575.0
Kar Hay,2023-11-01,30.43,39.95,41.89,6.9,1773.0
Kar Hay,2023-12-01,27.48,39.33,20.56,0.0,824.0
Kar Hay,2024-01-01,25.72,37.83,13.98,0.0,608.0
Kar Hay,2024-02-01,29.52,43.9,16.27,0.0,508.0
Kar Hay,2024-03-01,34.37,46.1,14.66,0.31,505.0
Kar Hay,2024-04-01,36.3,44.87,25.68,3.3,595.0
Kar Hay,2024-05-01,35.85,46.31,33.34,14.88,747.0
Kar Hay,2024-06-01,30.05,41.56,62.32,128.1,673.0
Kar Hay,2024-07-01,27.41,36.39,74.78,175.77,776.0
Kar Hay,2024-08-01,25.4,32.04,84.18,254.82,1601.0
Kar Hay,2024-09-01,26.18,31.58,82.5,155.4,2181.0
Kar Hay,2024-10-01,26.37,33.86,77.64,69.13,2735.0
Kar Hay,2024-11-01,25.51,36.83,48.41,0.0,1747.0
Kar Hay,2024-12-01,25.77,38.07,28.26,0.0,769.0
Kar Hay,2025-01-01,27.3,41.24,19.82,0.0,461.0
Kar Hay,2025-02-01,30.03,42.33,15.58,0.0,502.0
Kar Hay,2025-03-01,32.83,43.91,12.45,0.0,537.0
Kar Hay,2025-04-01,34.62,45.38,22.91,16.8,508.0
Kar Hay,2025-05-01,34.97,44.39,34.77,14.88,662.0
Kar Hay,2025-06-01,30.52,42.48,57.83,187.2,491.0
Kar Hay,2025-07-01,25.85,32.08,82.5,216.69,525.0
Kar Hay,2025-08-01,25.21,31.13,84.69,206.46,1191.0
Kar Hay,2025-09-01,26.1,32.02,82.27,141.9,1648.0
Kar Hay,2025-10-01,26.88,36.06,71.43,34.72,2428.0
Kar Hay,2025-11-01,28.22,39.51,39.83,0.3,1391.0
Kar Hay,2025-12-01,28.66,39.65,22.23,0.0,596.0
Kolofata,2017-01-01,24.86,38.77,22.2,0.0,99.0
Kolofata,2017-02-01,24.9,37.81,13.33,0.84,103.0
Kolofata,2017-03-01,29.12,41.38,12.3,0.0,69.0
Kolofata,2017-04-01,32.95,43.02,25.0,1.8,37.0
Kolofata,2017-05-01,30.34,42.12,53.48,103.85,28.0
Kolofata,2017-06-01,28.19,39.48,64.18,115.8,92.0
Kolofata,2017-07-01,25.71,32.47,77.95,204.91,110.0
Kolofata,2017-08-01,24.78,31.58,82.95,202.12,354.0
Kolofata,2017-09-01,25.45,33.38,78.66,114.3,1639.0
Kolofata,2017-10-01,26.79,36.14,53.24,14.88,1008.0
Kolofata,2017-11-01,25.3,37.26,31.53,0.0,587.0
Kolofata,2017-12-01,24.18,36.33,26.43,0.0,554.0
Kolofata,2018-01-01,20.94,33.81,16.82,0.0,369.0
Kolofata,2018-02-01,27.98,40.55,17.01,1.12,229.0
Kolofata,2018-03-01,30.11,40.75,12.23,0.31,157.0
Kolofata,2018-04-01,32.52,42.46,24.75,1.5,92.0
Kolofata,2018-05-01,30.57,41.56,54.16,67.27,63.0
Kolofata,2018-06-01,28.88,39.21,60.11,98.1,64.0
Kolofata,2018-07-01,26.36,34.54,72.86,205.22,593.0
Kolofata,2018-08-01,24.49,30.85,84.34,276.52,2606.0
Kolofata,2018-09-01,25.19,32.2,81.63,183.3,2577.0
Kolofata,2018-10-01,26.56,34.53,69.3,41.54,2378.0
Kolofata,2018-11-01,25.36,35.74,41.09,0.9,1537.0
Kolofata,2018-12-01,22.3,34.54,31.84,0.0,
Kolofata,2019-01-01,23.3,37.18,21.32,0.0,769.0
Kolofata,2019-02-01,25.91,39.47,16.76,0.28,386.0
Kolofata,2019-03-01,30.57,42.25,14.63,0.0,474.0
Kolofata,2019-04-01,33.02,43.11,20.29,1.5,142.0
Kolofata,2019-05-01,31.95,42.8,46.06,53.63,713.0
Kolofata,2019-06-01,28.41,38.48,64.69,211.2,474.0
Kolofata,2019-07-01,25.89,33.99,77.13,166.78,665.0
Kolofata,2019-08-01,24.41,30.22,83.45,152.83,1536.0
Kolofata,2019-09-01,25.94,33.45,76.74,85.2,3389.0
Kolofata,2019-10-01,25.84,34.72,73.65,64.48,4888.0
Kolofata,2019-11-01,26.69,36.81,44.46,0.0,5834.0
Kolofata,2019-12-01,22.12,34.52,27.06,0.0,2939.0
Kolofata,2020-01-01,22.43,36.66,20.76,0.0,1787.0
Kolofata,2020-02-01,25.19,39.2,16.72,0.0,680.0
Kolofata,2020-03-01,30.17,41.93,17.55,0.0,523.0
Kolofata,2020-04-01,32.4,42.83,30.99,21.6,433.0
Kolofata,2020-05-01,30.95,41.79,50.49,21.08,131.0
Kolofata,2020-06-01,30.29,40.55,53.94,40.2,144.0
Kolofata,2020-07-01,26.99,38.83,68.45,143.22,174.0
Kolofata,2020-08-01,24.88,32.71,79.85,164.61,773.0
Kolofata,2020-09-01,25.15,33.5,79.66,144.9,819.0
Kolofata,2020-10-01,26.48,36.05,59.05,22.94,2304.0
Kolofata,2020-11-01,25.21,35.7,40.55,0.3,2473.0
Kolofata,2020-12-01,24.94,36.59,27.9,0.0,2808.0
Kolofata,2021-01-01,24.54,37.27,19.66,0.0,1521.0
Kolofata,2021-02-01,25.07,37.91,15.39,0.0,824.0
Kolofata,2021-03-01,30.3,41.6,22.32,0.62,739.0
Kolofata,2021-04-01,31.96,43.0,23.2,2.4,409.0
Kolofata,2021-05-01,32.79,42.06,35.24,8.99,259.0
Kolofata,2021-06-01,29.85,40.17,54.45,58.5,483.0
Kolofata,2021-07-01,26.38,37.09,71.95,128.96,462.0
Kolofata,2021-08-01,25.78,34.18,75.62,108.5,2052.0
Kolofata,2021-09-01,26.53,35.49,71.9,67.5,4201.0
Kolofata,2021-10-01,28.57,37.71,55.46,34.1,2671.0
Kolofata,2021-11-01,27.68,37.77,33.87,0.0,1529.0
Kolofata,2021-12-01,24.63,36.18,23.82,0.0,1754.0
Kolofata,2022-01-01,22.83,35.94,21.42,0.0,2170.0
Kolofata,2022-02-01,24.16,38.12,14.33,0.0,1716.0
Kolofata,2022-03-01,29.63,41.31,12.54,0.0,1066.0
Kolofata,2022-04-01,32.11,43.29,34.82,10.8,553.0
Kolofata,2022-05-01,30.65,40.31,51.12,24.49,624.0
Kolofata,2022-06-01,29.39,40.24,55.44,54.0,454.0
Kolofata,2022-07-01,26.68,37.99,70.91,167.09,1829.0
Kolofata,2022-08-01,24.36,32.11,83.8,227.85,2036.0
Kolofata,2022-09-01,25.11,31.98,80.94,195.9,3747.0
Kolofata,2022-10-01,25.9,34.42,64.46,3.41,5392.0
Kolofata,2022-11-01,24.29,35.49,38.41,0.0,3551.0
Kolofata,2022-12-01,22.25,36.26,30.75,0.0,3111.0
Kolofata,2023-01-01,23.77,38.5,23.62,0.0,1919.0
Kolofata,2023-02-01,25.69,39.84,16.92,0.0,1558.0
Kolofata,2023-03-01,29.88,42.1,16.92,1.24,1307.0
Kolofata,2023-04-01,32.84,42.54,26.18,3.6,575.0
Kolofata,2023-05-01,31.75,41.51,45.5,62.31,691.0
Kolofata,2023-06-01,28.88,38.51,60.12,75.3,393.0
Kolofata,2023-07-01,29.06,38.12,58.67,76.26,845.0
Kolofata,2023-08-01,26.85,36.59,71.34,135.16,1776.0
Kolofata,2023-09-01,27.29,37.7,69.61,87.9,3074.0
Kolofata,2023-10-01,29.67,38.62,48.33,12.09,5547.0
Kolofata,2023-11-01,28.72,38.4,32.95,3.3,4007.0
Kolofata,2023-12-01,24.18,37.3,23.27,0.0,2141.0
Kolofata,2024-01-01,22.81,35.32,16.75,0.0,1053.0
Kolofata,2024-02-01,26.36,42.2,17.5,0.29,1296.0
Kolofata,2024-03-01,32.32,44.4,13.22,0.0,713.0
Kolofata,2024-04-01,34.23,44.68,19.89,0.6,476.0
Kolofata,2024-05-01,34.95,43.95,31.5,5.58,569.0
Kolofata,2024-06-01,30.34,41.4,56.04,121.2,493.0
Kolofata,2024-07-01,26.41,36.23,75.63,287.37,1059.0
Kolofata,2024-08-01,24.33,29.71,86.85,310.31,4188.0
Kolofata,2024-09-01,25.36,31.7,81.64,111.6,6055.0
Kolofata,2024-10-01,25.47,32.99,72.76,64.79,8553.0
Kolofata,2024-11-01,22.21,33.86,50.48,0.0,5022.0
Kolofata,2024-12-01,21.32,34.39,38.86,0.0,3680.0
Kolofata,2025-01-01,23.15,37.01,28.26,0.0,3295.0
Kolofata,2025-02-01,26.73,39.71,18.66,0.0,1878.0
Kolofata,2025-03-01,30.57,42.5,13.51,0.0,1643.0
Kolofata,2025-04-01,32.89,43.64,18.26,4.2,968.0
Kolofata,2025-05-01,34.11,43.54,27.23,5.27,1043.0
Kolofata,2025-06-01,31.36,41.72,47.47,57.6,1005.0
Kolofata,2025-07-01,26.35,35.63,72.96,257.92,2910.0
Kolofata,2025-08-01,25.08,32.62,79.44,194.37,3403.0
Kolofata,2025-09-01,25.8,33.53,78.23,100.2,3577.0
Kolofata,2025-10-01,26.74,36.41,58.91,21.7,4312.0
Kolofata,2025-11-01,25.94,37.44,35.04,0.0,2625.0
Kolofata,2025-12-01,25.35,37.14,27.25,0.0,1652.0
Kousseri,2017-01-01,27.29,41.22,16.47,0.0,798.0
Kousseri,2017-02-01,26.97,39.66,11.27,0.0,551.0
Kousseri,2017-03-01,31.22,43.74,11.26,0.0,1103.0
Kousseri,2017-04-01,35.08,44.91,21.4,0.6,665.0
Kousseri,2017-05-01,33.93,44.72,41.63,42.16,792.0
Kousseri,2017-06-01,29.93,41.51,61.91,88.2,141.0
Kousseri,2017-07-01,28.12,36.65,71.14,146.94,413.0
Kousseri,2017-08-01,26.53,34.19,79.53,182.9,872.0
Kousseri,2017-09-01,27.28,36.77,75.55,93.3,1113.0
Kousseri,2017-10-01,28.47,39.53,48.65,11.78,1004.0
Kousseri,2017-11-01,28.49,40.65,20.78,0.0,491.0
Kousseri,2017-12-01,26.8,38.8,19.55,0.0,532.0
Kousseri,2018-01-01,22.83,35.73,14.44,0.0,589.0
Kousseri,2018-02-01,29.91,42.41,14.8,1.4,857.0
Kousseri,2018-03-01,32.07,43.15,11.5,0.0,635.0
Kousseri,2018-04-01,34.5,45.43,20.64,4.2,659.0
Kousseri,2018-05-01,33.34,44.2,46.79,30.38,346.0
Kousseri,2018-06-01,31.17,43.23,55.59,64.5,238.0
Kousseri,2018-07-01,27.85,36.71,71.4,209.25,1046.0
Kousseri,2018-08-01,26.13,32.51,81.86,265.67,854.0
Kousseri,2018-09-01,26.38,33.1,82.04,139.5,
Kousseri,2018-10-01,28.02,38.03,67.73,10.23,1800.0
Kousseri,2018-11-01,28.0,39.3,31.64,0.3,455.0
Kousseri,2018-12-01,25.53,37.77,21.34,0.0,120.0
Kousseri,2019-01-01,25.97,39.54,15.16,0.0,1059.0
Kousseri,2019-02-01,27.7,41.01,13.87,0.0,1024.0
Kousseri,2019-03-01,32.55,44.98,13.3,0.0,1376.0
Kousseri,2019-04-01,35.09,45.23,16.43,1.2,1337.0
Kousseri,2019-05-01,34.75,45.77,39.35,28.21,721.0
Kousseri,2019-06-01,30.35,41.38,62.7,138.6,709.0
Kousseri,2019-07-01,28.02,37.4,71.89,106.33,1056.0
Kousseri,2019-08-01,26.38,33.59,79.74,178.56,1608.0
Kousseri,2019-09-01,27.76,37.54,74.01,67.8,2147.0
Kousseri,2019-10-01,27.52,37.11,71.68,58.28,2100.0
Kousseri,2019-11-01,28.21,39.2,41.11,0.0,2223.0
Kousseri,2019-12-01,24.77,36.98,19.44,0.0,1604.0
Kousseri,2020-01-01,24.36,38.24,17.97,0.0,1466.0
Kousseri,2020-02-01,27.01,41.41,14.74,0.0,1320.0
Kousseri,2020-03-01,32.2,43.85,15.98,0.0,1261.0
Kousseri,2020-04-01,35.12,45.65,22.02,2.4,1016.0
Kousseri,2020-05-01,34.26,45.09,37.97,13.33,924.0
Kousseri,2020-06-01,33.54,43.64,44.58,37.2,920.0
Kousseri,2020-07-01,28.95,39.26,65.06,83.08,1270.0
Kousseri,2020-08-01,27.04,35.56,75.64,145.7,2088.0
Kousseri,2020-09-01,26.75,35.13,77.91,113.4,2512.0
Kousseri,2020-10-01,27.62,38.19,61.26,29.14,3444.0
Kousseri,2020-11-01,27.47,38.53,35.29,0.0,2896.0
Kousseri,2020-12-01,27.03,39.28,23.45,0.0,1892.0
Kousseri,2021-01-01,26.4,38.78,17.72,0.0,2501.0
Kousseri,2021-02-01,26.83,39.83,13.96,0.0,2266.0
Kousseri,2021-03-01,32.61,43.86,16.56,0.31,2131.0
Kousseri,2021-04-01,33.85,44.51,16.61,0.3,1092.0
Kousseri,2021-05-01,35.0,44.34,28.59,8.68,872.0
Kousseri,2021-06-01,32.0,41.89,50.12,41.1,539.0
Kousseri,2021-07-01,28.54,39.43,67.34,133.92,1371.0
Kousseri,2021-08-01,27.29,36.01,75.09,78.43,3016.0
Kousseri,2021-09-01,28.27,38.88,70.28,56.7,3674.0
Kousseri,2021-10-01,30.72,40.88,51.75,24.8,4173.0
Kousseri,2021-11-01,30.15,40.82,26.43,0.0,2174.0
Kousseri,2021-12-01,26.72,38.22,20.48,0.0,1440.0
Kousseri,2022-01-01,24.64,37.66,19.67,0.0,1819.0
Kousseri,2022-02-01,25.98,39.86,12.71,0.0,1878.0
Kousseri,2022-03-01,31.57,44.6,11.09,0.0,1903.0
Kousseri,2022-04-01,34.87,45.24,27.13,3.3,861.0
Kousseri,2022-05-01,33.69,42.56,42.0,18.91,1087.0
Kousseri,2022-06-01,31.44,42.67,50.84,51.9,833.0
Kousseri,2022-07-01,28.71,40.17,67.28,134.23,1309.0
Kousseri,2022-08-01,25.91,34.85,81.7,219.79,1860.0
Kousseri,2022-09-01,26.31,33.28,81.95,137.7,2383.0
Kousseri,2022-10-01,27.27,36.29,64.6,5.27,3064.0
Kousseri,2022-11-01,26.66,38.13,31.84,0.0,1898.0
Kousseri,2022-12-01,24.82,38.57,24.16,0.0,1598.0
Kousseri,2023-01-01,25.93,41.11,19.82,0.0,1349.0
Kousseri,2023-02-01,27.68,41.31,14.97,0.0,1010.0
Kousseri,2023-03-01,31.76,43.69,16.67,6.2,1201.0
Kousseri,2023-04-01,35.19,44.47,20.41,7.5,707.0
Kousseri,2023-05-01,34.93,44.78,35.76,20.15,673.0
Kousseri,2023-06-01,30.28,40.87,60.97,82.2,722.0
Kousseri,2023-07-01,29.94,39.03,63.07,101.06,1193.0
Kousseri,2023-08-01,27.96,36.5,74.34,129.89,1360.0
